"","Ranking","Player","Rating","Year","Month"
"8579",1,"Carlsen, Magnus",2843,2012,9
"8580",2,"Aronian, Levon",2816,2012,9
"8581",3,"Kramnik, Vladimir",2797,2012,9
"8582",4,"Radjabov, Teimour",2788,2012,9
"8583",5,"Nakamura, Hikaru",2783,2012,9
"8584",6,"Anand, Viswanathan",2780,2012,9
"8585",7,"Karjakin, Sergey",2778,2012,9
"8586",8,"Caruana, Fabiano",2773,2012,9
"8587",9,"Ivanchuk, Vassily",2769,2012,9
"8588",10,"Morozevich, Alexander",2758,2012,9
"8589",11,"Grischuk, Alexander",2754,2012,9
"8590",12,"Topalov, Veselin",2752,2012,9
"8591",13,"Svidler, Peter",2747,2012,9
"8592",14,"Kamsky, Gata",2746,2012,9
"8593",15,"Wang, Hao",2742,2012,9
"8594",16,"Gelfand, Boris",2738,2012,9
"8595",17,"Gashimov, Vugar",2737,2012,9
"8596",18,"Leko, Peter",2737,2012,9
"8597",19,"Jobava, Baadur",2734,2012,9
"8598",20,"Giri, Anish",2730,2012,9
"8599",21,"Tomashevsky, Evgeny",2730,2012,9
"8600",22,"Ponomariov, Ruslan",2729,2012,9
"8601",23,"Mamedyarov, Shakhriyar",2729,2012,9
"8602",24,"Dominguez Perez, Leinier",2725,2012,9
"8603",25,"Jakovenko, Dmitry",2724,2012,9
"8604",26,"Adams, Michael",2722,2012,9
"8605",27,"Volokitin, Andrei",2718,2012,9
"8606",28,"Andreikin, Dmitry",2718,2012,9
"8607",29,"Fressinet, Laurent",2714,2012,9
"8608",30,"Shirov, Alexei",2714,2012,9
"8609",31,"Bruzon Batista, Lazaro",2713,2012,9
"8610",32,"Wojtaszek, Radoslaw",2713,2012,9
"8611",33,"Almasi, Zoltan",2713,2012,9
"8612",34,"McShane, Luke J",2713,2012,9
"8613",35,"Bologan, Viktor",2712,2012,9
"8614",36,"Naiditsch, Arkadij",2712,2012,9
"8615",37,"Riazantsev, Alexander",2712,2012,9
"8616",38,"Sasikiran, Krishnan",2707,2012,9
"8617",39,"Bacrot, Etienne",2705,2012,9
"8618",40,"Korobov, Anton",2705,2012,9
"8619",41,"Movsesian, Sergei",2705,2012,9
"8620",42,"Nepomniachtchi, Ian",2704,2012,9
"8621",43,"Areshchenko, Alexander",2702,2012,9
"8622",44,"Malakhov, Vladimir",2700,2012,9
"8623",45,"Moiseenko, Alexander",2699,2012,9
"8624",46,"Sokolov, Ivan",2699,2012,9
"8625",47,"Vitiugov, Nikita",2699,2012,9
"8626",48,"Polgar, Judit",2698,2012,9
"8627",49,"Short, Nigel D",2698,2012,9
"8628",50,"Vachier-Lagrave, Maxime",2697,2012,9
"8629",51,"Vallejo Pons, Francisco",2697,2012,9
"8630",52,"Ding, Liren",2694,2012,9
"8631",53,"Le, Quang Liem",2693,2012,9
"8632",54,"Rublevsky, Sergei",2693,2012,9
"8633",55,"Sargissian, Gabriel",2693,2012,9
"8634",56,"Wang, Yue",2691,2012,9
"8635",57,"Navara, David",2691,2012,9
"8636",58,"Van Wely, Loek",2691,2012,9
"8637",59,"Harikrishna, P.",2690,2012,9
"8638",60,"Efimenko, Zahar",2689,2012,9
"8639",61,"Cheparinov, Ivan",2689,2012,9
"8640",62,"Georgiev, Kiril",2687,2012,9
"8641",63,"Akopian, Vladimir",2687,2012,9
"8642",64,"Sutovsky, Emil",2687,2012,9
"8643",65,"Kryvoruchko, Yuriy",2686,2012,9
"8644",66,"Berkes, Ferenc",2685,2012,9
"8645",67,"Eljanov, Pavel",2684,2012,9
"8646",68,"Kasimdzhanov, Rustam",2684,2012,9
"8647",69,"Bu, Xiangzhi",2683,2012,9
"8648",70,"Inarkiev, Ernesto",2683,2012,9
"8649",71,"Alekseev, Evgeny",2682,2012,9
"8650",72,"Edouard, Romain",2678,2012,9
"8651",73,"Dreev, Aleksey",2677,2012,9
"8652",74,"Ragger, Markus",2677,2012,9
"8653",75,"Bauer, Christian",2676,2012,9
"8654",76,"Laznicka, Viktor",2675,2012,9
"8655",77,"Gyimesi, Zoltan",2674,2012,9
"8656",78,"Tiviakov, Sergei",2674,2012,9
"8657",79,"Grachev, Boris",2672,2012,9
"8658",80,"Onischuk, Alexander",2672,2012,9
"8659",81,"Ni, Hua",2671,2012,9
"8660",82,"Zvjaginsev, Vadim",2671,2012,9
"8661",83,"Balogh, Csaba",2668,2012,9
"8662",84,"So, Wesley",2667,2012,9
"8663",85,"Zhigalko, Sergei",2667,2012,9
"8664",86,"Li, Chao b",2665,2012,9
"8665",87,"Najer, Evgeniy",2664,2012,9
"8666",88,"Gareev, Timur",2663,2012,9
"8667",89,"Potkin, Vladimir",2663,2012,9
"8668",90,"Gharamian, Tigran",2663,2012,9
"8669",91,"Matlakov, Maxim",2663,2012,9
"8670",92,"Nielsen, Peter Heine",2662,2012,9
"8671",93,"Kurnosov, Igor",2660,2012,9
"8672",94,"Jones, Gawain C B",2658,2012,9
"8673",95,"Negi, Parimarjan",2658,2012,9
"8674",96,"Motylev, Alexander",2658,2012,9
"8675",97,"Fridman, Daniel",2657,2012,9
"8676",98,"Petrosian, Tigran L.",2657,2012,9
"8677",99,"Meier, Georg",2656,2012,9
"8678",100,"Gupta, Abhijeet",2654,2012,9
"8679",101,"Bartel, Mateusz",2654,2012,9
"8680",1,"Carlsen, Magnus",2837,2012,8
"8681",2,"Aronian, Levon",2816,2012,8
"8682",3,"Kramnik, Vladimir",2797,2012,8
"8683",4,"Radjabov, Teimour",2788,2012,8
"8684",5,"Karjakin, Sergey",2785,2012,8
"8685",6,"Anand, Viswanathan",2780,2012,8
"8686",7,"Nakamura, Hikaru",2778,2012,8
"8687",8,"Caruana, Fabiano",2773,2012,8
"8688",9,"Morozevich, Alexander",2770,2012,8
"8689",10,"Ivanchuk, Vassily",2769,2012,8
"8690",11,"Grischuk, Alexander",2763,2012,8
"8691",12,"Topalov, Veselin",2752,2012,8
"8692",13,"Svidler, Peter",2749,2012,8
"8693",14,"Kamsky, Gata",2746,2012,8
"8694",15,"Gelfand, Boris",2738,2012,8
"8695",16,"Leko, Peter",2737,2012,8
"8696",17,"Gashimov, Vugar",2737,2012,8
"8697",18,"Bologan, Viktor",2734,2012,8
"8698",19,"Ponomariov, Ruslan",2734,2012,8
"8699",20,"Tomashevsky, Evgeny",2730,2012,8
"8700",21,"Jobava, Baadur",2730,2012,8
"8701",22,"Mamedyarov, Shakhriyar",2729,2012,8
"8702",23,"Wang, Hao",2726,2012,8
"8703",24,"Dominguez Perez, Leinier",2725,2012,8
"8704",25,"Jakovenko, Dmitry",2722,2012,8
"8705",26,"Adams, Michael",2722,2012,8
"8706",27,"Wojtaszek, Radoslaw",2717,2012,8
"8707",28,"Andreikin, Dmitry",2715,2012,8
"8708",29,"Fressinet, Laurent",2714,2012,8
"8709",30,"Almasi, Zoltan",2713,2012,8
"8710",31,"Bacrot, Etienne",2713,2012,8
"8711",32,"McShane, Luke J",2713,2012,8
"8712",33,"Naiditsch, Arkadij",2712,2012,8
"8713",34,"Riazantsev, Alexander",2712,2012,8
"8714",35,"Giri, Anish",2711,2012,8
"8715",36,"Bruzon Batista, Lazaro",2711,2012,8
"8716",37,"Volokitin, Andrei",2709,2012,8
"8717",38,"Malakhov, Vladimir",2708,2012,8
"8718",39,"Sasikiran, Krishnan",2707,2012,8
"8719",40,"Moiseenko, Alexander",2706,2012,8
"8720",41,"Shirov, Alexei",2706,2012,8
"8721",42,"Vitiugov, Nikita",2705,2012,8
"8722",43,"Nepomniachtchi, Ian",2704,2012,8
"8723",44,"Polgar, Judit",2698,2012,8
"8724",45,"Short, Nigel D",2698,2012,8
"8725",46,"Movsesian, Sergei",2698,2012,8
"8726",47,"Vallejo Pons, Francisco",2697,2012,8
"8727",48,"Sokolov, Ivan",2696,2012,8
"8728",49,"Ding, Liren",2695,2012,8
"8729",50,"Efimenko, Zahar",2694,2012,8
"8730",51,"Sargissian, Gabriel",2693,2012,8
"8731",52,"Eljanov, Pavel",2693,2012,8
"8732",53,"Le, Quang Liem",2693,2012,8
"8733",54,"Rublevsky, Sergei",2693,2012,8
"8734",55,"Navara, David",2691,2012,8
"8735",56,"Areshchenko, Alexander",2691,2012,8
"8736",57,"Van Wely, Loek",2691,2012,8
"8737",58,"Akopian, Vladimir",2687,2012,8
"8738",59,"Sutovsky, Emil",2687,2012,8
"8739",60,"Kryvoruchko, Yuriy",2686,2012,8
"8740",61,"Vachier-Lagrave, Maxime",2686,2012,8
"8741",62,"Wang, Yue",2685,2012,8
"8742",63,"Harikrishna, P.",2685,2012,8
"8743",64,"Berkes, Ferenc",2685,2012,8
"8744",65,"Kasimdzhanov, Rustam",2684,2012,8
"8745",66,"Inarkiev, Ernesto",2683,2012,8
"8746",67,"Korobov, Anton",2683,2012,8
"8747",68,"Laznicka, Viktor",2683,2012,8
"8748",69,"Bauer, Christian",2682,2012,8
"8749",70,"Georgiev, Kiril",2682,2012,8
"8750",71,"Cheparinov, Ivan",2681,2012,8
"8751",72,"Dreev, Aleksey",2677,2012,8
"8752",73,"Grachev, Boris",2675,2012,8
"8753",74,"Tiviakov, Sergei",2674,2012,8
"8754",75,"Gyimesi, Zoltan",2674,2012,8
"8755",76,"Alekseev, Evgeny",2673,2012,8
"8756",77,"Ni, Hua",2671,2012,8
"8757",78,"Zvjaginsev, Vadim",2671,2012,8
"8758",79,"Bu, Xiangzhi",2670,2012,8
"8759",80,"Ragger, Markus",2670,2012,8
"8760",81,"Balogh, Csaba",2668,2012,8
"8761",82,"Zhigalko, Sergei",2667,2012,8
"8762",83,"Onischuk, Alexander",2666,2012,8
"8763",84,"Li, Chao b",2665,2012,8
"8764",85,"Negi, Parimarjan",2664,2012,8
"8765",86,"Najer, Evgeniy",2664,2012,8
"8766",87,"Matlakov, Maxim",2663,2012,8
"8767",88,"Gharamian, Tigran",2663,2012,8
"8768",89,"Nielsen, Peter Heine",2662,2012,8
"8769",90,"Petrosian, Tigran L.",2661,2012,8
"8770",91,"Mchedlishvili, Mikheil",2659,2012,8
"8771",92,"Motylev, Alexander",2658,2012,8
"8772",93,"Gareev, Timur",2658,2012,8
"8773",94,"Khenkin, Igor",2656,2012,8
"8774",95,"Bartel, Mateusz",2654,2012,8
"8775",96,"Jones, Gawain C B",2653,2012,8
"8776",97,"Fridman, Daniel",2653,2012,8
"8777",98,"Granda Zuniga, Julio E",2653,2012,8
"8778",99,"So, Wesley",2652,2012,8
"8779",100,"Edouard, Romain",2652,2012,8
"8780",101,"Kobalia, Mikhail",2652,2012,8
"8781",102,"Kurnosov, Igor",2652,2012,8
"8782",103,"Milov, Vadim",2652,2012,8
"8783",1,"Carlsen, Magnus",2837,2012,7
"8784",2,"Aronian, Levon",2816,2012,7
"8785",3,"Kramnik, Vladimir",2799,2012,7
"8786",4,"Radjabov, Teimour",2788,2012,7
"8787",5,"Anand, Viswanathan",2780,2012,7
"8788",6,"Karjakin, Sergey",2779,2012,7
"8789",7,"Nakamura, Hikaru",2778,2012,7
"8790",8,"Caruana, Fabiano",2775,2012,7
"8791",9,"Morozevich, Alexander",2770,2012,7
"8792",10,"Ivanchuk, Vassily",2769,2012,7
"8793",11,"Grischuk, Alexander",2763,2012,7
"8794",12,"Topalov, Veselin",2752,2012,7
"8795",13,"Svidler, Peter",2749,2012,7
"8796",14,"Kamsky, Gata",2744,2012,7
"8797",15,"Wang, Hao",2739,2012,7
"8798",16,"Gelfand, Boris",2738,2012,7
"8799",17,"Gashimov, Vugar",2737,2012,7
"8800",18,"Jakovenko, Dmitry",2736,2012,7
"8801",19,"Tomashevsky, Evgeny",2733,2012,7
"8802",20,"Bologan, Viktor",2732,2012,7
"8803",21,"Jobava, Baadur",2730,2012,7
"8804",22,"Leko, Peter",2730,2012,7
"8805",23,"Mamedyarov, Shakhriyar",2726,2012,7
"8806",24,"Ponomariov, Ruslan",2726,2012,7
"8807",25,"Dominguez Perez, Leinier",2725,2012,7
"8808",26,"Adams, Michael",2723,2012,7
"8809",27,"Riazantsev, Alexander",2720,2012,7
"8810",28,"Nepomniachtchi, Ian",2718,2012,7
"8811",29,"Wojtaszek, Radoslaw",2717,2012,7
"8812",30,"Fressinet, Laurent",2714,2012,7
"8813",31,"Bacrot, Etienne",2713,2012,7
"8814",32,"McShane, Luke J",2713,2012,7
"8815",33,"Almasi, Zoltan",2713,2012,7
"8816",34,"Malakhov, Vladimir",2712,2012,7
"8817",35,"Bruzon Batista, Lazaro",2711,2012,7
"8818",36,"Polgar, Judit",2709,2012,7
"8819",37,"Sasikiran, Krishnan",2707,2012,7
"8820",38,"Inarkiev, Ernesto",2707,2012,7
"8821",39,"Shirov, Alexei",2706,2012,7
"8822",40,"Moiseenko, Alexander",2706,2012,7
"8823",41,"Short, Nigel D",2704,2012,7
"8824",42,"Volokitin, Andrei",2704,2012,7
"8825",43,"Vitiugov, Nikita",2703,2012,7
"8826",44,"Naiditsch, Arkadij",2700,2012,7
"8827",45,"Andreikin, Dmitry",2700,2012,7
"8828",46,"Movsesian, Sergei",2698,2012,7
"8829",47,"Wang, Yue",2697,2012,7
"8830",48,"Vallejo Pons, Francisco",2697,2012,7
"8831",49,"Giri, Anish",2696,2012,7
"8832",50,"Efimenko, Zahar",2694,2012,7
"8833",51,"Le, Quang Liem",2693,2012,7
"8834",52,"Eljanov, Pavel",2693,2012,7
"8835",53,"Rublevsky, Sergei",2693,2012,7
"8836",54,"Van Wely, Loek",2691,2012,7
"8837",55,"Areshchenko, Alexander",2691,2012,7
"8838",56,"Kasimdzhanov, Rustam",2690,2012,7
"8839",57,"Akopian, Vladimir",2688,2012,7
"8840",58,"Li, Chao b",2687,2012,7
"8841",59,"Sutovsky, Emil",2687,2012,7
"8842",60,"Vachier-Lagrave, Maxime",2686,2012,7
"8843",61,"Berkes, Ferenc",2685,2012,7
"8844",62,"Sargissian, Gabriel",2685,2012,7
"8845",63,"Harikrishna, P.",2684,2012,7
"8846",64,"Korobov, Anton",2683,2012,7
"8847",65,"Laznicka, Viktor",2683,2012,7
"8848",66,"Zvjaginsev, Vadim",2683,2012,7
"8849",67,"Bauer, Christian",2681,2012,7
"8850",68,"Ding, Liren",2680,2012,7
"8851",69,"Georgiev, Kiril",2680,2012,7
"8852",70,"Navara, David",2679,2012,7
"8853",71,"Cheparinov, Ivan",2677,2012,7
"8854",72,"Dreev, Aleksey",2677,2012,7
"8855",73,"Alekseev, Evgeny",2677,2012,7
"8856",74,"Kobalia, Mikhail",2677,2012,7
"8857",75,"Sokolov, Ivan",2676,2012,7
"8858",76,"Tiviakov, Sergei",2675,2012,7
"8859",77,"Gyimesi, Zoltan",2674,2012,7
"8860",78,"Grachev, Boris",2674,2012,7
"8861",79,"Bartel, Mateusz",2674,2012,7
"8862",80,"Kryvoruchko, Yuriy",2672,2012,7
"8863",81,"Ragger, Markus",2671,2012,7
"8864",82,"Khenkin, Igor",2669,2012,7
"8865",83,"Balogh, Csaba",2668,2012,7
"8866",84,"Matlakov, Maxim",2668,2012,7
"8867",85,"Motylev, Alexander",2667,2012,7
"8868",86,"Onischuk, Alexander",2666,2012,7
"8869",87,"Zhigalko, Sergei",2666,2012,7
"8870",88,"Nielsen, Peter Heine",2665,2012,7
"8871",89,"Khismatullin, Denis",2664,2012,7
"8872",90,"Najer, Evgeniy",2664,2012,7
"8873",91,"Gharamian, Tigran",2663,2012,7
"8874",92,"Kurnosov, Igor",2663,2012,7
"8875",93,"Petrosian, Tigran L.",2661,2012,7
"8876",94,"Negi, Parimarjan",2661,2012,7
"8877",95,"Ni, Hua",2660,2012,7
"8878",96,"Gareev, Timur",2658,2012,7
"8879",97,"Bu, Xiangzhi",2658,2012,7
"8880",98,"Azarov, Sergei",2658,2012,7
"8881",99,"Granda Zuniga, Julio E",2657,2012,7
"8882",100,"Yu, Yangyi",2656,2012,7
"8883",101,"Mchedlishvili, Mikheil",2656,2012,7
"8884",1,"Carlsen, Magnus",2835,2012,5
"8885",2,"Aronian, Levon",2825,2012,5
"8886",3,"Kramnik, Vladimir",2801,2012,5
"8887",4,"Anand, Viswanathan",2791,2012,5
"8888",5,"Radjabov, Teimour",2784,2012,5
"8889",6,"Karjakin, Sergey",2779,2012,5
"8890",7,"Nakamura, Hikaru",2775,2012,5
"8891",8,"Caruana, Fabiano",2770,2012,5
"8892",9,"Morozevich, Alexander",2769,2012,5
"8893",10,"Ivanchuk, Vassily",2764,2012,5
"8894",11,"Grischuk, Alexander",2761,2012,5
"8895",12,"Topalov, Veselin",2752,2012,5
"8896",13,"Svidler, Peter",2741,2012,5
"8897",14,"Kamsky, Gata",2741,2012,5
"8898",15,"Tomashevsky, Evgeny",2738,2012,5
"8899",16,"Wang, Hao",2738,2012,5
"8900",17,"Gashimov, Vugar",2737,2012,5
"8901",18,"Jakovenko, Dmitry",2736,2012,5
"8902",19,"Adams, Michael",2728,2012,5
"8903",20,"Gelfand, Boris",2727,2012,5
"8904",21,"Ponomariov, Ruslan",2726,2012,5
"8905",22,"Mamedyarov, Shakhriyar",2726,2012,5
"8906",23,"Dominguez Perez, Leinier",2725,2012,5
"8907",24,"Leko, Peter",2723,2012,5
"8908",25,"Jobava, Baadur",2721,2012,5
"8909",26,"Sasikiran, Krishnan",2720,2012,5
"8910",27,"Wojtaszek, Radoslaw",2717,2012,5
"8911",28,"Bologan, Viktor",2716,2012,5
"8912",29,"Nepomniachtchi, Ian",2716,2012,5
"8913",30,"Fressinet, Laurent",2715,2012,5
"8914",31,"Riazantsev, Alexander",2714,2012,5
"8915",32,"Almasi, Zoltan",2713,2012,5
"8916",33,"Malakhov, Vladimir",2712,2012,5
"8917",34,"Bruzon Batista, Lazaro",2711,2012,5
"8918",35,"Moiseenko, Alexander",2711,2012,5
"8919",36,"Polgar, Judit",2709,2012,5
"8920",37,"Inarkiev, Ernesto",2707,2012,5
"8921",38,"Navara, David",2706,2012,5
"8922",39,"McShane, Luke J",2706,2012,5
"8923",40,"Short, Nigel D",2705,2012,5
"8924",41,"Volokitin, Andrei",2704,2012,5
"8925",42,"Vitiugov, Nikita",2703,2012,5
"8926",43,"Le, Quang Liem",2703,2012,5
"8927",44,"Li, Chao b",2703,2012,5
"8928",45,"Andreikin, Dmitry",2700,2012,5
"8929",46,"Naiditsch, Arkadij",2698,2012,5
"8930",47,"Movsesian, Sergei",2698,2012,5
"8931",48,"Shirov, Alexei",2698,2012,5
"8932",49,"Akopian, Vladimir",2697,2012,5
"8933",50,"Vallejo Pons, Francisco",2697,2012,5
"8934",51,"Berkes, Ferenc",2696,2012,5
"8935",52,"Bacrot, Etienne",2695,2012,5
"8936",53,"Dreev, Aleksey",2694,2012,5
"8937",54,"Giri, Anish",2693,2012,5
"8938",55,"Laznicka, Viktor",2693,2012,5
"8939",56,"Harikrishna, P.",2693,2012,5
"8940",57,"Eljanov, Pavel",2693,2012,5
"8941",58,"Rublevsky, Sergei",2693,2012,5
"8942",59,"Areshchenko, Alexander",2691,2012,5
"8943",60,"Wang, Yue",2690,2012,5
"8944",61,"Kasimdzhanov, Rustam",2690,2012,5
"8945",62,"Efimenko, Zahar",2689,2012,5
"8946",63,"Georgiev, Kiril",2689,2012,5
"8947",64,"Sutovsky, Emil",2687,2012,5
"8948",65,"Zvjaginsev, Vadim",2683,2012,5
"8949",66,"Van Wely, Loek",2682,2012,5
"8950",67,"Sokolov, Ivan",2680,2012,5
"8951",68,"Grachev, Boris",2680,2012,5
"8952",69,"Vachier-Lagrave, Maxime",2680,2012,5
"8953",70,"Ding, Liren",2679,2012,5
"8954",71,"Sargissian, Gabriel",2679,2012,5
"8955",72,"Korobov, Anton",2678,2012,5
"8956",73,"Bartel, Mateusz",2677,2012,5
"8957",74,"Kobalia, Mikhail",2677,2012,5
"8958",75,"Alekseev, Evgeny",2677,2012,5
"8959",76,"Kryvoruchko, Yuriy",2676,2012,5
"8960",77,"Ni, Hua",2673,2012,5
"8961",78,"Cheparinov, Ivan",2673,2012,5
"8962",79,"Motylev, Alexander",2673,2012,5
"8963",80,"Balogh, Csaba",2672,2012,5
"8964",81,"Gharamian, Tigran",2672,2012,5
"8965",82,"Bauer, Christian",2672,2012,5
"8966",83,"Ragger, Markus",2670,2012,5
"8967",84,"Khenkin, Igor",2670,2012,5
"8968",85,"Matlakov, Maxim",2668,2012,5
"8969",86,"Turov, Maxim",2667,2012,5
"8970",87,"Nielsen, Peter Heine",2665,2012,5
"8971",88,"Najer, Evgeniy",2664,2012,5
"8972",89,"Khismatullin, Denis",2664,2012,5
"8973",90,"Kurnosov, Igor",2663,2012,5
"8974",91,"Onischuk, Alexander",2660,2012,5
"8975",92,"Azarov, Sergei",2658,2012,5
"8976",93,"Jones, Gawain C B",2657,2012,5
"8977",94,"Petrosian, Tigran L.",2657,2012,5
"8978",95,"Granda Zuniga, Julio E",2657,2012,5
"8979",96,"Mchedlishvili, Mikheil",2656,2012,5
"8980",97,"Tiviakov, Sergei",2656,2012,5
"8981",98,"Bu, Xiangzhi",2656,2012,5
"8982",99,"Zhigalko, Sergei",2656,2012,5
"8983",100,"Nguyen, Ngoc Truong Son",2656,2012,5
"8984",1,"Carlsen, Magnus",2835,2012,3
"8985",2,"Aronian, Levon",2820,2012,3
"8986",3,"Kramnik, Vladimir",2801,2012,3
"8987",4,"Anand, Viswanathan",2799,2012,3
"8988",5,"Radjabov, Teimour",2784,2012,3
"8989",6,"Nakamura, Hikaru",2771,2012,3
"8990",7,"Caruana, Fabiano",2767,2012,3
"8991",8,"Karjakin, Sergey",2766,2012,3
"8992",9,"Morozevich, Alexander",2765,2012,3
"8993",10,"Ivanchuk, Vassily",2764,2012,3
"8994",11,"Grischuk, Alexander",2761,2012,3
"8995",12,"Topalov, Veselin",2752,2012,3
"8996",13,"Mamedyarov, Shakhriyar",2752,2012,3
"8997",14,"Gashimov, Vugar",2745,2012,3
"8998",15,"Svidler, Peter",2744,2012,3
"8999",16,"Kamsky, Gata",2741,2012,3
"9000",17,"Tomashevsky, Evgeny",2736,2012,3
"9001",18,"Adams, Michael",2735,2012,3
"9002",19,"Wang, Hao",2733,2012,3
"9003",20,"Dominguez Perez, Leinier",2730,2012,3
"9004",21,"Jakovenko, Dmitry",2729,2012,3
"9005",22,"Gelfand, Boris",2727,2012,3
"9006",23,"Ponomariov, Ruslan",2727,2012,3
"9007",24,"Leko, Peter",2720,2012,3
"9008",25,"Almasi, Zoltan",2719,2012,3
"9009",26,"Nepomniachtchi, Ian",2718,2012,3
"9010",27,"Giri, Anish",2717,2012,3
"9011",28,"Riazantsev, Alexander",2710,2012,3
"9012",29,"Polgar, Judit",2709,2012,3
"9013",30,"Vitiugov, Nikita",2709,2012,3
"9014",31,"Jobava, Baadur",2706,2012,3
"9015",32,"Bacrot, Etienne",2706,2012,3
"9016",33,"Moiseenko, Alexander",2706,2012,3
"9017",34,"Wojtaszek, Radoslaw",2706,2012,3
"9018",35,"Grachev, Boris",2705,2012,3
"9019",36,"Malakhov, Vladimir",2705,2012,3
"9020",37,"Eljanov, Pavel",2704,2012,3
"9021",38,"Sasikiran, Krishnan",2703,2012,3
"9022",39,"Li, Chao b",2703,2012,3
"9023",40,"Laznicka, Viktor",2702,2012,3
"9024",41,"Movsesian, Sergei",2702,2012,3
"9025",42,"Wang, Yue",2702,2012,3
"9026",43,"Naiditsch, Arkadij",2702,2012,3
"9027",44,"Shirov, Alexei",2701,2012,3
"9028",45,"Navara, David",2700,2012,3
"9029",46,"Sutovsky, Emil",2700,2012,3
"9030",47,"Le, Quang Liem",2698,2012,3
"9031",48,"Dreev, Aleksey",2698,2012,3
"9032",49,"Short, Nigel D",2697,2012,3
"9033",50,"Inarkiev, Ernesto",2695,2012,3
"9034",51,"Efimenko, Zahar",2695,2012,3
"9035",52,"Volokitin, Andrei",2695,2012,3
"9036",53,"Bruzon Batista, Lazaro",2694,2012,3
"9037",54,"Vallejo Pons, Francisco",2693,2012,3
"9038",55,"Fressinet, Laurent",2693,2012,3
"9039",56,"Nielsen, Peter Heine",2693,2012,3
"9040",57,"Van Wely, Loek",2691,2012,3
"9041",58,"McShane, Luke J",2691,2012,3
"9042",59,"Andreikin, Dmitry",2689,2012,3
"9043",60,"Kasimdzhanov, Rustam",2689,2012,3
"9044",61,"Areshchenko, Alexander",2688,2012,3
"9045",62,"Bologan, Viktor",2687,2012,3
"9046",63,"Rublevsky, Sergei",2686,2012,3
"9047",64,"Akopian, Vladimir",2684,2012,3
"9048",65,"Motylev, Alexander",2683,2012,3
"9049",66,"Zvjaginsev, Vadim",2683,2012,3
"9050",67,"Vachier-Lagrave, Maxime",2682,2012,3
"9051",68,"Berkes, Ferenc",2682,2012,3
"9052",69,"Korobov, Anton",2679,2012,3
"9053",70,"Bauer, Christian",2679,2012,3
"9054",71,"Harikrishna, P.",2678,2012,3
"9055",72,"Sargissian, Gabriel",2674,2012,3
"9056",73,"Tiviakov, Sergei",2673,2012,3
"9057",74,"Alekseev, Evgeny",2673,2012,3
"9058",75,"Georgiev, Kiril",2671,2012,3
"9059",76,"Gharamian, Tigran",2671,2012,3
"9060",77,"Onischuk, Alexander",2670,2012,3
"9061",78,"Potkin, Vladimir",2669,2012,3
"9062",79,"Bu, Xiangzhi",2668,2012,3
"9063",80,"Azarov, Sergei",2667,2012,3
"9064",81,"Kobalia, Mikhail",2666,2012,3
"9065",82,"Kryvoruchko, Yuriy",2666,2012,3
"9066",83,"Bartel, Mateusz",2665,2012,3
"9067",84,"Balogh, Csaba",2664,2012,3
"9068",85,"Cheparinov, Ivan",2664,2012,3
"9069",86,"Postny, Evgeny",2662,2012,3
"9070",87,"Nguyen, Ngoc Truong Son",2662,2012,3
"9071",88,"Ding, Liren",2660,2012,3
"9072",89,"Turov, Maxim",2658,2012,3
"9073",90,"Kurnosov, Igor",2657,2012,3
"9074",91,"Smirin, Ilia",2657,2012,3
"9075",92,"Khismatullin, Denis",2656,2012,3
"9076",93,"Lysyj, Igor",2656,2012,3
"9077",94,"Gareev, Timur",2654,2012,3
"9078",95,"Ragger, Markus",2654,2012,3
"9079",96,"Fridman, Daniel",2653,2012,3
"9080",97,"Sokolov, Ivan",2653,2012,3
"9081",98,"Milov, Vadim",2653,2012,3
"9082",99,"So, Wesley",2653,2012,3
"9083",100,"Rodshtein, Maxim",2652,2012,3
"9084",101,"Gyimesi, Zoltan",2652,2012,3
"9085",102,"Nikolic, Predrag",2652,2012,3
"9086",103,"Roiz, Michael",2652,2012,3
"9087",1,"Carlsen, Magnus",2835,2012,1
"9088",2,"Aronian, Levon",2805,2012,1
"9089",3,"Kramnik, Vladimir",2801,2012,1
"9090",4,"Anand, Viswanathan",2799,2012,1
"9091",5,"Radjabov, Teimour",2773,2012,1
"9092",6,"Topalov, Veselin",2770,2012,1
"9093",7,"Karjakin, Sergey",2769,2012,1
"9094",8,"Ivanchuk, Vassily",2766,2012,1
"9095",9,"Morozevich, Alexander",2763,2012,1
"9096",10,"Gashimov, Vugar",2761,2012,1
"9097",11,"Grischuk, Alexander",2761,2012,1
"9098",12,"Nakamura, Hikaru",2759,2012,1
"9099",13,"Svidler, Peter",2749,2012,1
"9100",14,"Mamedyarov, Shakhriyar",2747,2012,1
"9101",15,"Tomashevsky, Evgeny",2740,2012,1
"9102",16,"Gelfand, Boris",2739,2012,1
"9103",17,"Caruana, Fabiano",2736,2012,1
"9104",18,"Nepomniachtchi, Ian",2735,2012,1
"9105",19,"Wang, Hao",2733,2012,1
"9106",20,"Kamsky, Gata",2732,2012,1
"9107",21,"Dominguez Perez, Leinier",2730,2012,1
"9108",22,"Jakovenko, Dmitry",2729,2012,1
"9109",23,"Ponomariov, Ruslan",2727,2012,1
"9110",24,"Vitiugov, Nikita",2726,2012,1
"9111",25,"Adams, Michael",2724,2012,1
"9112",26,"Leko, Peter",2720,2012,1
